Crash Count,Crash Type,Latitude,Location,Longitude
25,PDO,49.214459,OAK ST & PARK DR,-123.130023
36,PDO,49.260586,OAK ST & W 12TH AVE,-123.126708
27,PDO,49.241437,OAK ST & W 33RD AVE,-123.127824
71,PDO,49.233947,OAK ST & W 41ST AVE,-123.128076
36,PDO,49.226543,OAK ST & W 49TH AVE,-123.128296
28,PDO,49.219207,OAK ST & W 57TH AVE,-123.128556
28,PDO,49.210743,OAK ST & W 67TH AVE,-123.130188
71,PDO,49.208473,OAK ST & W 70TH AVE,-123.130257
44,PDO,49.249237,OAK ST & W KING EDWARD AVE,-123.127511
44,PDO,49.269482,1ST AVE & BOUNDARY RD & E 1ST AVE,-123.023603
18,PDO,49.211037,ARGYLE ST & SE MARINE DR,-123.072075
30,PDO,49.255426,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657
37,PDO,49.221948,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697
45,PDO,49.281139,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506
101,PDO,49.258209,BOUNDARY RD & GRANDVIEW HWY,-123.023636
75,PDO,49.232291,BOUNDARY RD & KINGSWAY,-123.023538
65,PDO,49.26558,BOUNDARY RD & LOUGHEED HWY,-123.023589
40,PDO,49.208172,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604
17,PDO,49.205426,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441
70,PDO,49.276971,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP,-123.132435
50,PDO,49.279077,BURRARD ST & DAVIE ST,-123.129182
30,PDO,49.281194,BURRARD ST & NELSON ST,-123.126037
28,PDO,49.283281,BURRARD ST & ROBSON ST,-123.122803
36,PDO,49.268005,BURRARD ST & W 4TH AVE,-123.14564
47,PDO,49.284409,BURRARD ST & W GEORGIA ST,-123.121096
71,PDO,49.210132,CAMBIE ST & SW MARINE DR & TURNING LANE,-123.117149
49,PDO,49.260396,CAMBIE ST & W 12TH AVE,-123.114989
53,PDO,49.23354,CAMBIE ST & W 41ST AVE,-123.116194
34,PDO,49.226076,CAMBIE ST & W 49TH AVE,-123.116515
27,PDO,49.26495,CAMBIE ST & W 7TH AVE,-123.114804
60,PDO,49.263205,CAMBIE ST & W BROADWAY,-123.114853
39,PDO,49.248986,CAMBIE ST & W KING EDWARD AVE,-123.115396
34,PDO,49.290575,CARDERO ST & W GEORGIA ST & W PENDER ST,-123.130597
39,PDO,49.259628,CLARK DR & E 12TH AVE,-123.077527
60,PDO,49.269649,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,-123.077365
38,PDO,49.262392,CLARK DR & E BROADWAY,-123.077552
49,PDO,49.281344,CLARK DR & E HASTINGS ST,-123.0771
37,PDO,49.276759,CLARK DR & VENABLES ST,-123.077265
20,PDO,49.259588,COMMERCIAL DR & E 12TH AVE,-123.069846
51,PDO,49.269586,COMMERCIAL DR & E 1ST AVE,-123.069675
45,PDO,49.262326,COMMERCIAL DR & E BROADWAY,-123.069794
82,PDO,49.292623,DENMAN ST & W GEORGIA ST,-123.133718
30,PDO,49.284779,DUNDAS ST & N NANAIMO ST & NANAIMO ST,-123.056525
29,PDO,49.259878,E 12TH AVE & KINGSWAY & MILLTOWN PL,-123.096571
37,PDO,49.260193,E 12TH AVE & MAIN ST,-123.101079
81,PDO,49.269452,E 1ST AVE & E 1ST AVE OFFRAMP & E 1ST AVE ONRAMP & RUPERT ST OFFRAMP & TRANS-CANADA HWY,-123.027611
50,PDO,49.269481,E 1ST AVE & NANAIMO ST,-123.056605
33,PDO,49.269475,E 1ST AVE & RENFREW ST,-123.044219
52,PDO,49.269419,E 1ST AVE & RUPERT ST & ACCESS ROAD,-123.033659
24,PDO,49.26956,E 1ST AVE & VICTORIA DR,-123.065769
56,PDO,49.269078,E 2ND AVE & MAIN ST,-123.100707
33,PDO,49.240211,E 33RD AVE & KNIGHT ST,-123.076367
37,PDO,49.232869,E 41ST AVE & FRASER ST,-123.09055
55,PDO,49.232692,E 41ST AVE & KNIGHT ST,-123.077064
34,PDO,49.23306,E 41ST AVE & MAIN ST,-123.101517
12,PDO,49.232947,E 41ST AVE & RUPERT ST,-123.043091
57,PDO,49.232747,E 41ST AVE & VICTORIA DR,-123.065518
35,PDO,49.225442,E 49TH AVE & FRASER ST,-123.090711
54,PDO,49.22528,E 49TH AVE & KNIGHT ST,-123.077324
29,PDO,49.225649,E 49TH AVE & MAIN ST,-123.10164
19,PDO,49.22464,E 49TH AVE & TYNE ST,-123.032269
38,PDO,49.225169,E 49TH AVE & VICTORIA DR,-123.065763
53,PDO,49.218132,E 57TH AVE & KNIGHT ST,-123.077053
39,PDO,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924
21,PDO,49.26287,E BROADWAY & KINGSWAY,-123.099528
22,PDO,49.262912,E BROADWAY & MAIN ST,-123.100967
34,PDO,49.262131,E BROADWAY & NANAIMO ST,-123.056591
23,PDO,49.261948,E BROADWAY & RENFREW ST,-123.044314
43,PDO,49.261898,E BROADWAY & RUPERT ST,-123.033733
51,PDO,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621
34,PDO,49.281347,E HASTINGS ST & MAIN ST,-123.099687
35,PDO,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544
41,PDO,49.281155,E HASTINGS ST & RENFREW ST,-123.044034
27,PDO,49.25669,FRASER ST & KINGSWAY,-123.089786
45,PDO,49.211023,FRASER ST & SE MARINE DR,-123.091135
29,PDO,49.258194,GRANDVIEW HWY & RENFREW ST,-123.044284
62,PDO,49.258127,GRANDVIEW HWY & RUPERT ST,-123.033793
66,PDO,49.257053,GRANVILLE ST & MARPOLE AVE & W 16TH AVE,-123.138793
36,PDO,49.205303,GRANVILLE ST & MILTON ST & SW MARINE DR,-123.140462
28,PDO,49.2608,GRANVILLE ST & W 12TH AVE,-123.138697
26,PDO,49.241887,GRANVILLE ST & W 33RD AVE,-123.139312
73,PDO,49.234343,GRANVILLE ST & W 41ST AVE,-123.139623
42,PDO,49.226966,GRANVILLE ST & W 49TH AVE,-123.13981
69,PDO,49.208534,GRANVILLE ST & W 70TH AVE,-123.140534
22,PDO,49.207069,GRANVILLE ST & W 71ST AVE,-123.140585
48,PDO,49.263589,GRANVILLE ST & W BROADWAY,-123.138562
63,PDO,49.249411,GRANVILLE ST & W KING EDWARD AVE,-123.139097
28,PDO,49.279909,HOWE ST & NELSON ST,-123.124039
43,PDO,49.234146,JOYCE ST & KINGSWAY,-123.035891
44,PDO,49.208097,KERR ST & SE MARINE DR,-123.042257
52,PDO,49.250108,KINGSWAY & KNIGHT ST,-123.076032
36,PDO,49.24187,KINGSWAY & NANAIMO ST,-123.058123
39,PDO,49.235939,KINGSWAY & RUPERT ST,-123.042334
24,PDO,49.240009,KINGSWAY & SLOCAN ST,-123.054067
54,PDO,49.245143,KINGSWAY & VICTORIA DR,-123.065173
134,PDO,49.211079,KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR & SE MARINE DR OFFRAMP & SE MARINE DR ONRAMP,-123.077129
39,PDO,49.211099,MAIN ST & SE MARINE DR,-123.102224
79,PDO,49.272815,MAIN ST & TERMINAL AVE,-123.100019
26,PDO,49.207788,MARINE WAY & SE MARINE DR,-123.038936
30,PDO,49.204818,OAK ST & OAK ST BRIDGE & OAK ST OFFRAMP & SW MARINE DR & SW MARINE DR OFFRAMP & W KENT AVE N & W KENT AVE S,-123.129923
34,PDO,49.214459,OAK ST & PARK DR,-123.130023
36,PDO,49.260586,OAK ST & W 12TH AVE,-123.126708
26,PDO,49.241437,OAK ST & W 33RD AVE,-123.127824
66,PDO,49.233947,OAK ST & W 41ST AVE,-123.128076
38,PDO,49.226543,OAK ST & W 49TH AVE,-123.128296
22,PDO,49.219207,OAK ST & W 57TH AVE,-123.128556
24,PDO,49.210743,OAK ST & W 67TH AVE,-123.130188
64,PDO,49.208473,OAK ST & W 70TH AVE,-123.130257
39,PDO,49.249237,OAK ST & W KING EDWARD AVE,-123.127511
37,PDO,49.269482,1ST AVE & BOUNDARY RD & E 1ST AVE,-123.023603
26,PDO,49.211037,ARGYLE ST & SE MARINE DR,-123.072075
24,PDO,49.255426,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657
42,PDO,49.221948,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697
44,PDO,49.281139,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506
118,PDO,49.258209,BOUNDARY RD & GRANDVIEW HWY,-123.023636
102,PDO,49.232291,BOUNDARY RD & KINGSWAY,-123.023538
52,PDO,49.26558,BOUNDARY RD & LOUGHEED HWY,-123.023589
18,PDO,49.208172,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604
53,PDO,49.205426,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441
63,PDO,49.276971,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP,-123.132435
50,PDO,49.279077,BURRARD ST & DAVIE ST,-123.129182
35,PDO,49.281194,BURRARD ST & NELSON ST,-123.126037
44,PDO,49.283281,BURRARD ST & ROBSON ST,-123.122803
39,PDO,49.268005,BURRARD ST & W 4TH AVE,-123.14564
33,PDO,49.284409,BURRARD ST & W GEORGIA ST,-123.121096
68,PDO,49.210132,CAMBIE ST & SW MARINE DR & TURNING LANE,-123.117149
27,PDO,49.260396,CAMBIE ST & W 12TH AVE,-123.114989
60,PDO,49.23354,CAMBIE ST & W 41ST AVE,-123.116194
50,PDO,49.226076,CAMBIE ST & W 49TH AVE,-123.116515
29,PDO,49.26495,CAMBIE ST & W 7TH AVE,-123.114804
41,PDO,49.263205,CAMBIE ST & W BROADWAY,-123.114853
28,PDO,49.248986,CAMBIE ST & W KING EDWARD AVE,-123.115396
35,PDO,49.290575,CARDERO ST & W GEORGIA ST & W PENDER ST,-123.130597
48,PDO,49.259628,CLARK DR & E 12TH AVE,-123.077527
54,PDO,49.269649,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,-123.077365
36,PDO,49.262392,CLARK DR & E BROADWAY,-123.077552
57,PDO,49.281344,CLARK DR & E HASTINGS ST,-123.0771
58,PDO,49.276759,CLARK DR & VENABLES ST,-123.077265
23,PDO,49.259588,COMMERCIAL DR & E 12TH AVE,-123.069846
47,PDO,49.269586,COMMERCIAL DR & E 1ST AVE,-123.069675
39,PDO,49.262326,COMMERCIAL DR & E BROADWAY,-123.069794
64,PDO,49.292623,DENMAN ST & W GEORGIA ST,-123.133718
19,PDO,49.284779,DUNDAS ST & N NANAIMO ST & NANAIMO ST,-123.056525
36,PDO,49.259878,E 12TH AVE & KINGSWAY & MILLTOWN PL,-123.096571
26,PDO,49.260193,E 12TH AVE & MAIN ST,-123.101079
38,PDO,49.269452,E 1ST AVE & E 1ST AVE OFFRAMP & E 1ST AVE ONRAMP & RUPERT ST OFFRAMP & TRANS-CANADA HWY,-123.027611
33,PDO,49.269481,E 1ST AVE & NANAIMO ST,-123.056605
30,PDO,49.269475,E 1ST AVE & RENFREW ST,-123.044219
31,PDO,49.269419,E 1ST AVE & RUPERT ST & ACCESS ROAD,-123.033659
28,PDO,49.26956,E 1ST AVE & VICTORIA DR,-123.065769
39,PDO,49.269078,E 2ND AVE & MAIN ST,-123.100707
27,PDO,49.240211,E 33RD AVE & KNIGHT ST,-123.076367
24,PDO,49.232869,E 41ST AVE & FRASER ST,-123.09055
44,PDO,49.232692,E 41ST AVE & KNIGHT ST,-123.077064
23,PDO,49.23306,E 41ST AVE & MAIN ST,-123.101517
16,PDO,49.232947,E 41ST AVE & RUPERT ST,-123.043091
47,PDO,49.232747,E 41ST AVE & VICTORIA DR,-123.065518
44,PDO,49.225442,E 49TH AVE & FRASER ST,-123.090711
39,PDO,49.22528,E 49TH AVE & KNIGHT ST,-123.077324
22,PDO,49.225649,E 49TH AVE & MAIN ST,-123.10164
20,PDO,49.22464,E 49TH AVE & TYNE ST,-123.032269
29,PDO,49.225169,E 49TH AVE & VICTORIA DR,-123.065763
33,PDO,49.218132,E 57TH AVE & KNIGHT ST,-123.077053
60,PDO,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924
21,PDO,49.26287,E BROADWAY & KINGSWAY,-123.099528
18,PDO,49.262912,E BROADWAY & MAIN ST,-123.100967
33,PDO,49.262131,E BROADWAY & NANAIMO ST,-123.056591
18,PDO,49.261948,E BROADWAY & RENFREW ST,-123.044314
22,PDO,49.261898,E BROADWAY & RUPERT ST,-123.033733
27,PDO,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621
16,PDO,49.281347,E HASTINGS ST & MAIN ST,-123.099687
44,PDO,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544
19,PDO,49.281155,E HASTINGS ST & RENFREW ST,-123.044034
36,PDO,49.25669,FRASER ST & KINGSWAY,-123.089786
35,PDO,49.211023,FRASER ST & SE MARINE DR,-123.091135
41,PDO,49.258194,GRANDVIEW HWY & RENFREW ST,-123.044284
52,PDO,49.258127,GRANDVIEW HWY & RUPERT ST,-123.033793
70,PDO,49.257053,GRANVILLE ST & MARPOLE AVE & W 16TH AVE,-123.138793
43,PDO,49.205303,GRANVILLE ST & MILTON ST & SW MARINE DR,-123.140462
18,PDO,49.2608,GRANVILLE ST & W 12TH AVE,-123.138697
25,PDO,49.241887,GRANVILLE ST & W 33RD AVE,-123.139312
71,PDO,49.234343,GRANVILLE ST & W 41ST AVE,-123.139623
43,PDO,49.226966,GRANVILLE ST & W 49TH AVE,-123.13981
53,PDO,49.208534,GRANVILLE ST & W 70TH AVE,-123.140534
31,PDO,49.207069,GRANVILLE ST & W 71ST AVE,-123.140585
35,PDO,49.263589,GRANVILLE ST & W BROADWAY,-123.138562
49,PDO,49.249411,GRANVILLE ST & W KING EDWARD AVE,-123.139097
48,PDO,49.279909,HOWE ST & NELSON ST,-123.124039
54,PDO,49.234146,JOYCE ST & KINGSWAY,-123.035891
37,PDO,49.208097,KERR ST & SE MARINE DR,-123.042257
78,PDO,49.250108,KINGSWAY & KNIGHT ST,-123.076032
49,PDO,49.24187,KINGSWAY & NANAIMO ST,-123.058123
26,PDO,49.235939,KINGSWAY & RUPERT ST,-123.042334
28,PDO,49.240009,KINGSWAY & SLOCAN ST,-123.054067
71,PDO,49.245143,KINGSWAY & VICTORIA DR,-123.065173
103,PDO,49.211079,KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR & SE MARINE DR OFFRAMP & SE MARINE DR ONRAMP,-123.077129
38,PDO,49.211099,MAIN ST & SE MARINE DR,-123.102224
83,PDO,49.272815,MAIN ST & TERMINAL AVE,-123.100019
30,PDO,49.207788,MARINE WAY & SE MARINE DR,-123.038936
36,PDO,49.204818,OAK ST & OAK ST BRIDGE & OAK ST OFFRAMP & SW MARINE DR & SW MARINE DR OFFRAMP & W KENT AVE N & W KENT AVE S,-123.129923
29,PDO,49.214459,OAK ST & PARK DR,-123.130023
25,PDO,49.260586,OAK ST & W 12TH AVE,-123.126708
28,PDO,49.241437,OAK ST & W 33RD AVE,-123.127824
47,PDO,49.233947,OAK ST & W 41ST AVE,-123.128076
35,PDO,49.226543,OAK ST & W 49TH AVE,-123.128296
21,PDO,49.219207,OAK ST & W 57TH AVE,-123.128556
19,PDO,49.210743,OAK ST & W 67TH AVE,-123.130188
51,PDO,49.208473,OAK ST & W 70TH AVE,-123.130257
36,PDO,49.249237,OAK ST & W KING EDWARD AVE,-123.127511
29,PDO,49.269482,1ST AVE & BOUNDARY RD & E 1ST AVE,-123.023603
39,PDO,49.211037,ARGYLE ST & SE MARINE DR,-123.072075
48,PDO,49.255426,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657
45,PDO,49.221948,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697
49,PDO,49.281139,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506
149,PDO,49.258209,BOUNDARY RD & GRANDVIEW HWY,-123.023636
101,PDO,49.232291,BOUNDARY RD & KINGSWAY,-123.023538
59,PDO,49.26558,BOUNDARY RD & LOUGHEED HWY,-123.023589
24,PDO,49.208172,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604
49,PDO,49.205426,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441
84,PDO,49.276971,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP,-123.132435
65,PDO,49.279077,BURRARD ST & DAVIE ST,-123.129182
39,PDO,49.281194,BURRARD ST & NELSON ST,-123.126037
34,PDO,49.283281,BURRARD ST & ROBSON ST,-123.122803
51,PDO,49.268005,BURRARD ST & W 4TH AVE,-123.14564
58,PDO,49.284409,BURRARD ST & W GEORGIA ST,-123.121096
73,PDO,49.210132,CAMBIE ST & SW MARINE DR & TURNING LANE,-123.117149
70,PDO,49.260396,CAMBIE ST & W 12TH AVE,-123.114989
72,PDO,49.23354,CAMBIE ST & W 41ST AVE,-123.116194
56,PDO,49.226076,CAMBIE ST & W 49TH AVE,-123.116515
30,PDO,49.26495,CAMBIE ST & W 7TH AVE,-123.114804
63,PDO,49.263205,CAMBIE ST & W BROADWAY,-123.114853
36,PDO,49.248986,CAMBIE ST & W KING EDWARD AVE,-123.115396
50,PDO,49.290575,CARDERO ST & W GEORGIA ST & W PENDER ST,-123.130597
38,PDO,49.259628,CLARK DR & E 12TH AVE,-123.077527
81,PDO,49.269649,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,-123.077365
58,PDO,49.262392,CLARK DR & E BROADWAY,-123.077552
68,PDO,49.281344,CLARK DR & E HASTINGS ST,-123.0771
66,PDO,49.276759,CLARK DR & VENABLES ST,-123.077265
41,PDO,49.259588,COMMERCIAL DR & E 12TH AVE,-123.069846
59,PDO,49.269586,COMMERCIAL DR & E 1ST AVE,-123.069675
66,PDO,49.262326,COMMERCIAL DR & E BROADWAY,-123.069794
67,PDO,49.292623,DENMAN ST & W GEORGIA ST,-123.133718
27,PDO,49.284779,DUNDAS ST & N NANAIMO ST & NANAIMO ST,-123.056525
33,PDO,49.259878,E 12TH AVE & KINGSWAY & MILLTOWN PL,-123.096571
38,PDO,49.260193,E 12TH AVE & MAIN ST,-123.101079
68,PDO,49.269452,E 1ST AVE & E 1ST AVE OFFRAMP & E 1ST AVE ONRAMP & RUPERT ST OFFRAMP & TRANS-CANADA HWY,-123.027611
45,PDO,49.269481,E 1ST AVE & NANAIMO ST,-123.056605
37,PDO,49.269475,E 1ST AVE & RENFREW ST,-123.044219
48,PDO,49.269419,E 1ST AVE & RUPERT ST & ACCESS ROAD,-123.033659
34,PDO,49.26956,E 1ST AVE & VICTORIA DR,-123.065769
57,PDO,49.269078,E 2ND AVE & MAIN ST,-123.100707
37,PDO,49.240211,E 33RD AVE & KNIGHT ST,-123.076367
54,PDO,49.232869,E 41ST AVE & FRASER ST,-123.09055
49,PDO,49.232692,E 41ST AVE & KNIGHT ST,-123.077064
33,PDO,49.23306,E 41ST AVE & MAIN ST,-123.101517
33,PDO,49.232947,E 41ST AVE & RUPERT ST,-123.043091
56,PDO,49.232747,E 41ST AVE & VICTORIA DR,-123.065518
40,PDO,49.225442,E 49TH AVE & FRASER ST,-123.090711
52,PDO,49.22528,E 49TH AVE & KNIGHT ST,-123.077324
26,PDO,49.225649,E 49TH AVE & MAIN ST,-123.10164
21,PDO,49.22464,E 49TH AVE & TYNE ST,-123.032269
47,PDO,49.225169,E 49TH AVE & VICTORIA DR,-123.065763
63,PDO,49.218132,E 57TH AVE & KNIGHT ST,-123.077053
58,PDO,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924
30,PDO,49.26287,E BROADWAY & KINGSWAY,-123.099528
35,PDO,49.262912,E BROADWAY & MAIN ST,-123.100967
34,PDO,49.262131,E BROADWAY & NANAIMO ST,-123.056591
26,PDO,49.261948,E BROADWAY & RENFREW ST,-123.044314
49,PDO,49.261898,E BROADWAY & RUPERT ST,-123.033733
89,PDO,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621
50,PDO,49.281347,E HASTINGS ST & MAIN ST,-123.099687
68,PDO,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544
38,PDO,49.281155,E HASTINGS ST & RENFREW ST,-123.044034
53,PDO,49.25669,FRASER ST & KINGSWAY,-123.089786
48,PDO,49.211023,FRASER ST & SE MARINE DR,-123.091135
62,PDO,49.258194,GRANDVIEW HWY & RENFREW ST,-123.044284
69,PDO,49.258127,GRANDVIEW HWY & RUPERT ST,-123.033793
94,PDO,49.257053,GRANVILLE ST & MARPOLE AVE & W 16TH AVE,-123.138793
47,PDO,49.205303,GRANVILLE ST & MILTON ST & SW MARINE DR,-123.140462
48,PDO,49.2608,GRANVILLE ST & W 12TH AVE,-123.138697
30,PDO,49.241887,GRANVILLE ST & W 33RD AVE,-123.139312
94,PDO,49.234343,GRANVILLE ST & W 41ST AVE,-123.139623
56,PDO,49.226966,GRANVILLE ST & W 49TH AVE,-123.13981
100,PDO,49.208534,GRANVILLE ST & W 70TH AVE,-123.140534
33,PDO,49.207069,GRANVILLE ST & W 71ST AVE,-123.140585
51,PDO,49.263589,GRANVILLE ST & W BROADWAY,-123.138562
67,PDO,49.249411,GRANVILLE ST & W KING EDWARD AVE,-123.139097
18,PDO,49.279909,HOWE ST & NELSON ST,-123.124039
64,PDO,49.234146,JOYCE ST & KINGSWAY,-123.035891
52,PDO,49.208097,KERR ST & SE MARINE DR,-123.042257
68,PDO,49.250108,KINGSWAY & KNIGHT ST,-123.076032
51,PDO,49.24187,KINGSWAY & NANAIMO ST,-123.058123
31,PDO,49.235939,KINGSWAY & RUPERT ST,-123.042334
26,PDO,49.240009,KINGSWAY & SLOCAN ST,-123.054067
76,PDO,49.245143,KINGSWAY & VICTORIA DR,-123.065173
145,PDO,49.211079,KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR & SE MARINE DR OFFRAMP & SE MARINE DR ONRAMP,-123.077129
41,PDO,49.211099,MAIN ST & SE MARINE DR,-123.102224
116,PDO,49.272815,MAIN ST & TERMINAL AVE,-123.100019
30,PDO,49.207788,MARINE WAY & SE MARINE DR,-123.038936
43,PDO,49.204818,OAK ST & OAK ST BRIDGE & OAK ST OFFRAMP & SW MARINE DR & SW MARINE DR OFFRAMP & W KENT AVE N & W KENT AVE S,-123.129923
36,PDO,49.214459,OAK ST & PARK DR,-123.130023
36,PDO,49.260586,OAK ST & W 12TH AVE,-123.126708
47,PDO,49.241437,OAK ST & W 33RD AVE,-123.127824
53,PDO,49.233947,OAK ST & W 41ST AVE,-123.128076
37,PDO,49.226543,OAK ST & W 49TH AVE,-123.128296
25,PDO,49.219207,OAK ST & W 57TH AVE,-123.128556
31,PDO,49.210743,OAK ST & W 67TH AVE,-123.130188
95,PDO,49.208473,OAK ST & W 70TH AVE,-123.130257
44,PDO,49.249237,OAK ST & W KING EDWARD AVE,-123.127511
50,PDO,49.199466,ARTHUR LAING BRIDGE,-123.135826
87,PDO,49.210944,KNIGHT ST BRIDGE,-123.077046
108,PDO,49.31871,LIONS GATE BRIDGE,-123.135584
31,PDO,49.203423,OAK ST BRIDGE,-123.128887
57,PDO,49.293582,SECOND NARROWS BRIDGE,-123.026299
38,PDO,49.199466,ARTHUR LAING BRIDGE,-123.135826
88,PDO,49.210944,KNIGHT ST BRIDGE,-123.077046
92,PDO,49.31871,LIONS GATE BRIDGE,-123.135584
31,PDO,49.203423,OAK ST BRIDGE,-123.128887
56,PDO,49.293582,SECOND NARROWS BRIDGE,-123.026299
40,PDO,49.199466,ARTHUR LAING BRIDGE,-123.135826
85,PDO,49.210944,KNIGHT ST BRIDGE,-123.077046
91,PDO,49.31871,LIONS GATE BRIDGE,-123.135584
22,PDO,49.203423,OAK ST BRIDGE,-123.128887
37,PDO,49.293582,SECOND NARROWS BRIDGE,-123.026299
21,PDO,49.199466,ARTHUR LAING BRIDGE,-123.135826
21,PDO,49.199466,ARTHUR LAING BRIDGE,-123.135826
37,PDO,49.210944,KNIGHT ST BRIDGE,-123.077046
78,PDO,49.210944,KNIGHT ST BRIDGE,-123.077046
14,PDO,49.31871,LIONS GATE BRIDGE,-123.135584
44,PDO,49.31871,LIONS GATE BRIDGE,-123.135584
7,PDO,49.203423,OAK ST BRIDGE,-123.128887
29,PDO,49.203423,OAK ST BRIDGE,-123.128887
8,PDO,49.293582,SECOND NARROWS BRIDGE,-123.026299
31,PDO,49.293582,SECOND NARROWS BRIDGE,-123.026299
21,PDO,49.199466,ARTHUR LAING BRIDGE,-123.135826
143,PDO,49.210944,KNIGHT ST BRIDGE,-123.077046
86,PDO,49.31871,LIONS GATE BRIDGE,-123.135584
68,PDO,49.203423,OAK ST BRIDGE,-123.128887
73,PDO,49.293582,SECOND NARROWS BRIDGE,-123.026299
1,PDO,49.19936,ARTHUR LAING BRIDGE,-123.135738
